id_estudiante,carrera,semestre,nota_actual,porcentaje_asistencia,probabilidad_riesgo_ml,nivel_riesgo,semaforo,accion_recomendada,plan_acompanamiento
STD_00251,Carrera General,Nivel General,5.9,85.0,75.26,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00251,Carrera General,Nivel General,5.4,85.0,75.76,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00251,Carrera General,Nivel General,11.0,85.0,31.32,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00251,Carrera General,Nivel General,7.0,85.0,23.8,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00251,Carrera General,Nivel General,5.6,85.0,66.55,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00251,Carrera General,Nivel General,8.1,85.0,38.66,MEDIO,AMARILLO (ADVERTENCIA),Acompañamiento Tutorial Preventivo y Talleres de Estudio,1. Entrevista de seguimiento bimensual. 2. Talleres grupales de resolución de ejercicios.
STD_00252,Carrera General,Nivel General,8.7,85.0,9.0,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00252,Carrera General,Nivel General,8.5,85.0,5.47,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00252,Carrera General,Nivel General,6.6,85.0,67.9,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00252,Carrera General,Nivel General,8.3,85.0,5.79,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00252,Carrera General,Nivel General,6.2,85.0,75.69,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00252,Carrera General,Nivel General,4.5,85.0,91.79,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00252,Carrera General,Nivel General,9.7,85.0,10.78,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00252,Carrera General,Nivel General,8.7,85.0,9.13,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00253,Carrera General,Nivel General,7.1,85.0,19.09,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00253,Carrera General,Nivel General,9.8,85.0,27.72,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00253,Carrera General,Nivel General,9.9,85.0,28.13,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00253,Carrera General,Nivel General,4.7,85.0,81.3,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00253,Carrera General,Nivel General,6.5,85.0,78.41,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00253,Carrera General,Nivel General,6.5,85.0,75.67,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00253,Carrera General,Nivel General,5.3,85.0,76.52,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00253,Carrera General,Nivel General,5.1,85.0,84.5,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00254,Carrera General,Nivel General,8.1,85.0,32.78,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00254,Carrera General,Nivel General,8.6,85.0,29.71,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00254,Carrera General,Nivel General,6.9,85.0,77.36,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00254,Carrera General,Nivel General,7.2,85.0,15.08,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00254,Carrera General,Nivel General,6.4,85.0,75.53,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00254,Carrera General,Nivel General,6.4,85.0,70.8,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00254,Carrera General,Nivel General,7.1,85.0,16.88,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00254,Carrera General,Nivel General,7.8,85.0,19.39,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00255,Carrera General,Nivel General,4.4,85.0,80.54,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00255,Carrera General,Nivel General,6.6,85.0,77.98,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00255,Carrera General,Nivel General,5.2,85.0,72.66,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00255,Carrera General,Nivel General,7.8,85.0,25.72,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00255,Carrera General,Nivel General,4.7,85.0,81.52,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00255,Carrera General,Nivel General,11.0,85.0,38.05,MEDIO,AMARILLO (ADVERTENCIA),Acompañamiento Tutorial Preventivo y Talleres de Estudio,1. Entrevista de seguimiento bimensual. 2. Talleres grupales de resolución de ejercicios.
STD_00255,Carrera General,Nivel General,7.2,85.0,33.03,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00255,Carrera General,Nivel General,4.4,85.0,75.7,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00256,Carrera General,Nivel General,4.0,85.0,88.67,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00256,Carrera General,Nivel General,11.0,85.0,8.22,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00256,Carrera General,Nivel General,6.9,85.0,75.57,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00256,Carrera General,Nivel General,8.2,85.0,17.0,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00256,Carrera General,Nivel General,9.1,85.0,4.78,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00256,Carrera General,Nivel General,8.1,85.0,17.61,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00256,Carrera General,Nivel General,7.9,85.0,11.2,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00256,Carrera General,Nivel General,4.8,85.0,73.63,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00257,Carrera General,Nivel General,8.6,85.0,28.66,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,9.0,85.0,6.79,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,8.0,85.0,10.86,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,9.0,85.0,8.21,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,8.3,85.0,12.16,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,9.8,85.0,15.12,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00257,Carrera General,Nivel General,4.9,85.0,60.81,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00257,Carrera General,Nivel General,7.5,85.0,6.65,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,5.1,85.0,65.15,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00258,Carrera General,Nivel General,9.6,85.0,12.15,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,8.3,85.0,30.83,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,9.6,85.0,24.08,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,8.2,85.0,14.14,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,8.1,85.0,21.98,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00258,Carrera General,Nivel General,5.0,85.0,78.2,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00258,Carrera General,Nivel General,5.6,85.0,62.01,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00259,Carrera General,Nivel General,6.9,85.0,85.0,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00259,Carrera General,Nivel General,7.8,85.0,15.92,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00259,Carrera General,Nivel General,4.3,85.0,66.73,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00259,Carrera General,Nivel General,8.2,85.0,24.64,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00259,Carrera General,Nivel General,10.0,85.0,11.38,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00259,Carrera General,Nivel General,7.1,85.0,18.27,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00259,Carrera General,Nivel General,6.7,85.0,70.2,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00259,Carrera General,Nivel General,7.0,85.0,8.56,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00260,Carrera General,Nivel General,7.9,85.0,19.06,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00260,Carrera General,Nivel General,4.9,85.0,90.46,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00260,Carrera General,Nivel General,5.4,85.0,69.15,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00260,Carrera General,Nivel General,5.9,85.0,87.74,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00260,Carrera General,Nivel General,8.6,85.0,29.4,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00260,Carrera General,Nivel General,5.0,85.0,80.99,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00260,Carrera General,Nivel General,4.2,85.0,78.65,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00260,Carrera General,Nivel General,5.7,85.0,79.87,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,6.0,85.0,76.88,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,7.9,85.0,31.36,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00261,Carrera General,Nivel General,4.5,85.0,85.08,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,4.9,85.0,78.67,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,6.2,85.0,67.13,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,4.5,85.0,84.95,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00261,Carrera General,Nivel General,8.8,85.0,20.52,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00261,Carrera General,Nivel General,11.0,85.0,27.28,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00262,Carrera General,Nivel General,4.1,85.0,91.54,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00262,Carrera General,Nivel General,8.9,85.0,22.71,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00262,Carrera General,Nivel General,9.5,85.0,13.25,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00262,Carrera General,Nivel General,9.2,85.0,8.99,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00262,Carrera General,Nivel General,4.7,85.0,81.11,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00262,Carrera General,Nivel General,11.0,85.0,26.95,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00262,Carrera General,Nivel General,4.9,85.0,70.3,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00262,Carrera General,Nivel General,9.1,85.0,18.83,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00263,Carrera General,Nivel General,8.4,85.0,17.72,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00263,Carrera General,Nivel General,4.2,85.0,83.25,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00263,Carrera General,Nivel General,8.4,85.0,31.47,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00263,Carrera General,Nivel General,6.0,85.0,77.8,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00263,Carrera General,Nivel General,6.0,85.0,83.65,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00263,Carrera General,Nivel General,4.2,85.0,77.62,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00263,Carrera General,Nivel General,7.9,85.0,19.98,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00263,Carrera General,Nivel General,6.7,85.0,78.1,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00264,Carrera General,Nivel General,4.6,85.0,69.54,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00264,Carrera General,Nivel General,7.6,85.0,18.55,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00264,Carrera General,Nivel General,6.5,85.0,86.88,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00264,Carrera General,Nivel General,11.0,85.0,23.43,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00264,Carrera General,Nivel General,7.0,85.0,14.09,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00264,Carrera General,Nivel General,5.9,85.0,84.96,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00264,Carrera General,Nivel General,6.9,85.0,81.15,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00264,Carrera General,Nivel General,9.3,85.0,16.59,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00265,Carrera General,Nivel General,5.5,85.0,77.95,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00265,Carrera General,Nivel General,7.4,85.0,14.07,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00265,Carrera General,Nivel General,4.4,85.0,77.94,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00265,Carrera General,Nivel General,9.1,85.0,13.5,BAJO,VERDE (ÓPTIMO),Seguimiento Regular de Aula,1. Continuar con el ritmo académico habitual. 2. Oportunidad de participación como mentor/ayudante.
STD_00265,Carrera General,Nivel General,5.0,85.0,88.12,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00265,Carrera General,Nivel General,5.5,85.0,90.42,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
STD_00265,Carrera General,Nivel General,6.0,85.0,82.01,ALTO,ROJO (CRÍTICO),Tutoría Académica Obligatoria y Derivación a Bienestar Estudiantil,1. Sesión tutorial individual semanal. 2. Plan de refuerzo en temas críticos. 3. Monitoreo continuo de asistencia.
